SCORE_DATE,COMPANY_ID,SCORE,SCORE_TYPE
2019-05-26 23:28:51,2IWXP0DI8XVY,1,Y
2023-12-06 23:28:51,2IWXP0DI8XVY,5,X
2024-11-24 23:28:51,2IWXP0DI8XVY,1,X
2022-03-20 23:28:51,2IWXP0DI8XVY,1,Y
2022-07-04 23:28:51,2IWXP0DI8XVY,3,Y
2024-02-05 23:28:51,2IWXP0DI8XVY,1,X
2017-04-24 23:28:51,2IWXP0DI8XVY,5,Y
2024-07-01 23:28:51,PUDZNK08DVTE,5,Y
2024-09-25 23:28:51,PUDZNK08DVTE,5,X
2020-01-30 23:28:51,PUDZNK08DVTE,5,X
2017-05-26 23:28:51,PUDZNK08DVTE,1,Y
2016-04-10 23:28:51,PUDZNK08DVTE,3,X
2023-09-26 23:28:51,PUDZNK08DVTE,3,X
2018-02-14 23:28:51,PUDZNK08DVTE,0,X
2019-06-29 23:28:51,PUDZNK08DVTE,5,X
2020-08-11 23:28:51,PUDZNK08DVTE,4,X
2018-10-08 23:28:51,PUDZNK08DVTE,0,X
2018-07-28 23:28:51,PUDZNK08DVTE,0,X
2016-05-20 23:28:51,PUDZNK08DVTE,0,Y
2020-07-14 23:28:51,PUDZNK08DVTE,1,X
2024-10-22 23:28:51,PUDZNK08DVTE,0,X
2022-07-31 23:28:51,PUDZNK08DVTE,5,X
2018-12-01 23:28:51,PUDZNK08DVTE,1,X
2015-09-30 23:28:51,PUDZNK08DVTE,2,X
2017-03-28 23:28:51,PUDZNK08DVTE,3,Y
2021-07-03 23:28:51,PUDZNK08DVTE,2,Y
2020-01-21 23:28:51,UVYOPCN7M0IC,3,X
2022-01-31 23:28:51,UVYOPCN7M0IC,5,Y
2019-11-21 23:28:51,UVYOPCN7M0IC,3,Y
2017-10-09 23:28:51,UVYOPCN7M0IC,5,X
2021-02-02 23:28:51,UVYOPCN7M0IC,2,Y
2022-12-09 23:28:51,UVYOPCN7M0IC,5,X
2017-09-20 23:28:51,UVYOPCN7M0IC,4,Y
2017-05-13 23:28:51,UVYOPCN7M0IC,4,Y
2019-03-04 23:28:51,UVYOPCN7M0IC,2,Y
2019-11-13 23:28:51,UVYOPCN7M0IC,1,X
2017-06-01 23:28:51,UVYOPCN7M0IC,5,Y
2022-07-01 23:28:51,UVYOPCN7M0IC,3,Y
2018-03-26 23:28:51,UVYOPCN7M0IC,3,Y
2019-08-15 23:28:51,UVYOPCN7M0IC,0,X
2019-06-21 23:28:51,UVYOPCN7M0IC,4,X
2022-09-16 23:28:51,UVYOPCN7M0IC,2,X
2015-07-14 23:28:51,UVYOPCN7M0IC,5,Y
2021-08-05 23:28:51,UVYOPCN7M0IC,3,X
2023-10-26 23:28:51,UVYOPCN7M0IC,3,X
2023-06-15 23:28:51,UVYOPCN7M0IC,5,Y
2021-05-04 23:28:51,UVYOPCN7M0IC,0,X
2022-12-25 23:28:51,UVYOPCN7M0IC,1,X
2015-08-14 23:28:51,UVYOPCN7M0IC,2,Y
2020-06-29 23:28:51,UVYOPCN7M0IC,0,X
2017-03-29 23:28:51,UVYOPCN7M0IC,3,X
2018-06-18 23:28:51,UVYOPCN7M0IC,3,X
2022-02-08 23:28:51,UVYOPCN7M0IC,1,X
2020-10-27 23:28:51,UVYOPCN7M0IC,2,X
2020-09-16 23:28:51,UVYOPCN7M0IC,3,X
2016-05-19 23:28:51,UVYOPCN7M0IC,3,Y
2017-11-02 23:28:51,UVYOPCN7M0IC,4,Y
2018-01-23 23:28:51,UVYOPCN7M0IC,4,Y
2015-10-08 23:28:51,UVYOPCN7M0IC,3,X
2017-07-26 23:28:51,UVYOPCN7M0IC,4,X
2024-05-24 23:28:51,UVYOPCN7M0IC,1,X
2023-10-09 23:28:51,UVYOPCN7M0IC,1,X
2024-06-11 23:28:51,UVYOPCN7M0IC,4,X
2018-12-13 23:28:51,UVYOPCN7M0IC,4,Y
2025-01-01 23:28:51,UVYOPCN7M0IC,4,Y
2023-10-14 23:28:51,UVYOPCN7M0IC,3,X
2022-06-16 23:28:51,UVYOPCN7M0IC,3,X
2022-10-07 23:28:51,UVYOPCN7M0IC,3,Y
2018-09-18 23:28:51,UVYOPCN7M0IC,3,Y
2020-11-08 23:28:51,UVYOPCN7M0IC,5,Y
2022-06-23 23:28:51,UVYOPCN7M0IC,5,X
2018-04-02 23:28:51,UVYOPCN7M0IC,2,X
2024-01-18 23:28:51,UVYOPCN7M0IC,2,Y
2019-10-30 23:28:51,UVYOPCN7M0IC,3,Y
2020-06-20 23:28:51,UVYOPCN7M0IC,2,Y
2024-04-08 23:28:51,UVYOPCN7M0IC,1,X
2018-04-24 23:28:51,UVYOPCN7M0IC,2,X
2021-03-16 23:28:51,UVYOPCN7M0IC,5,X
2015-06-09 23:28:51,UVYOPCN7M0IC,4,Y
2017-06-30 23:28:51,UVYOPCN7M0IC,0,X
2021-10-13 23:28:51,UVYOPCN7M0IC,4,X
2016-12-16 23:28:51,UVYOPCN7M0IC,4,X
2019-11-19 23:28:51,UVYOPCN7M0IC,0,X
2020-08-18 23:28:51,UVYOPCN7M0IC,0,Y
2024-11-06 23:28:51,UVYOPCN7M0IC,3,Y
2020-10-23 23:28:51,4LKQ2CBCTBM2,3,X
2015-11-06 23:28:51,4LKQ2CBCTBM2,0,Y
2017-02-26 23:28:51,4LKQ2CBCTBM2,0,Y
2021-12-14 23:28:51,4LKQ2CBCTBM2,1,X
2023-12-15 23:28:51,4LKQ2CBCTBM2,5,X
2015-05-11 23:28:51,4LKQ2CBCTBM2,4,X
2024-01-11 23:28:51,4LKQ2CBCTBM2,0,Y
2018-04-19 23:28:51,4LKQ2CBCTBM2,0,X
2021-11-14 23:28:51,4LKQ2CBCTBM2,1,Y
2023-04-15 23:28:51,4LKQ2CBCTBM2,2,Y
2017-12-03 23:28:51,4LKQ2CBCTBM2,4,Y
2022-01-12 23:28:51,4LKQ2CBCTBM2,3,X
2018-06-19 23:28:51,4LKQ2CBCTBM2,5,Y
2022-03-27 23:28:51,4LKQ2CBCTBM2,3,X
2021-12-24 23:28:51,4LKQ2CBCTBM2,5,Y
2021-09-24 23:28:51,4LKQ2CBCTBM2,4,X
2015-08-29 23:28:51,4LKQ2CBCTBM2,3,Y
2023-02-21 23:28:51,4LKQ2CBCTBM2,1,Y
2021-11-30 23:28:51,4LKQ2CBCTBM2,1,Y
2017-06-10 23:28:51,4LKQ2CBCTBM2,4,Y
2023-05-24 23:28:51,4LKQ2CBCTBM2,5,Y
2016-05-29 23:28:51,4LKQ2CBCTBM2,2,Y
2019-08-25 23:28:51,4LKQ2CBCTBM2,5,X
2016-11-03 23:28:51,4LKQ2CBCTBM2,2,X
2016-11-01 23:28:51,4LKQ2CBCTBM2,3,Y
2019-11-01 23:28:51,4LKQ2CBCTBM2,5,X
2022-04-18 23:28:51,4LKQ2CBCTBM2,1,X
2021-11-22 23:28:51,4LKQ2CBCTBM2,0,Y
2023-04-03 23:28:51,4LKQ2CBCTBM2,4,X
2021-07-12 23:28:51,4LKQ2CBCTBM2,2,Y
2023-01-14 23:28:51,4LKQ2CBCTBM2,3,Y
2024-09-04 23:28:51,4LKQ2CBCTBM2,1,Y
2023-10-05 23:28:51,4LKQ2CBCTBM2,4,X
2024-01-27 23:28:51,4LKQ2CBCTBM2,2,X
2016-12-05 23:28:51,4LKQ2CBCTBM2,1,X
2019-09-01 23:28:51,4LKQ2CBCTBM2,5,X
2021-10-12 23:28:51,4LKQ2CBCTBM2,0,X
2018-09-07 23:28:51,4LKQ2CBCTBM2,4,X
2023-02-24 23:28:51,4LKQ2CBCTBM2,4,Y
2022-05-26 23:28:51,4LKQ2CBCTBM2,4,X
2021-04-05 23:28:51,4LKQ2CBCTBM2,1,Y
2022-10-13 23:28:51,4LKQ2CBCTBM2,3,X
2019-06-19 23:28:51,4LKQ2CBCTBM2,2,X
2017-09-20 23:28:51,4LKQ2CBCTBM2,5,X
2019-11-09 23:28:51,4LKQ2CBCTBM2,0,Y
2018-06-21 23:28:51,4LKQ2CBCTBM2,1,Y
2022-09-18 23:28:51,4LKQ2CBCTBM2,5,X
2021-08-02 23:28:51,4LKQ2CBCTBM2,2,Y
2015-04-14 23:28:51,4LKQ2CBCTBM2,0,X
2015-11-17 23:28:51,4LKQ2CBCTBM2,0,X
2023-08-18 23:28:51,4LKQ2CBCTBM2,2,X
2022-08-13 23:28:51,4LKQ2CBCTBM2,4,Y
2020-07-12 23:28:51,4LKQ2CBCTBM2,2,X
2019-01-18 23:28:51,4LKQ2CBCTBM2,3,X
2018-05-29 23:28:51,4LKQ2CBCTBM2,4,X
2024-07-22 23:28:51,4LKQ2CBCTBM2,1,Y
2015-08-21 23:28:51,4LKQ2CBCTBM2,4,X
2015-10-11 23:28:51,4LKQ2CBCTBM2,4,Y
2022-09-06 23:28:51,4LKQ2CBCTBM2,1,X
2018-03-28 23:28:51,4LKQ2CBCTBM2,2,X
2023-05-16 23:28:51,X019HR8N6UGM,2,X
2018-09-22 23:28:51,X019HR8N6UGM,5,X
2022-04-18 23:28:51,X019HR8N6UGM,3,X
2015-03-28 23:28:51,X019HR8N6UGM,3,Y
2021-05-10 23:28:51,X019HR8N6UGM,4,X
2024-01-27 23:28:51,X019HR8N6UGM,5,Y
2018-11-23 23:28:51,X019HR8N6UGM,2,Y
2018-10-11 23:28:51,X019HR8N6UGM,3,Y
2019-04-23 23:28:51,X019HR8N6UGM,4,Y
2021-07-27 23:28:51,X019HR8N6UGM,0,X
2016-07-04 23:28:51,X019HR8N6UGM,1,X
2019-06-09 23:28:51,X019HR8N6UGM,1,X
2017-05-12 23:28:51,X019HR8N6UGM,3,X
2020-09-05 23:28:51,X019HR8N6UGM,3,X
2023-03-20 23:28:51,X019HR8N6UGM,2,X
2018-11-14 23:28:51,X019HR8N6UGM,3,Y
2024-01-26 23:28:51,X019HR8N6UGM,2,Y
2023-12-29 23:28:51,X019HR8N6UGM,3,Y
2019-11-17 23:28:51,X019HR8N6UGM,5,X
2017-12-01 23:28:51,X019HR8N6UGM,1,Y
2023-02-02 23:28:51,X019HR8N6UGM,4,X
2015-07-30 23:28:51,X019HR8N6UGM,4,Y
2022-07-24 23:28:51,X019HR8N6UGM,4,Y
2021-05-23 23:28:51,X019HR8N6UGM,3,X
2023-02-12 23:28:51,X019HR8N6UGM,3,X
2018-12-07 23:28:51,X019HR8N6UGM,2,X
2019-09-29 23:28:51,X019HR8N6UGM,1,X
2020-03-25 23:28:51,X019HR8N6UGM,4,X
2016-12-05 23:28:51,X019HR8N6UGM,5,Y
2023-08-02 23:28:51,X019HR8N6UGM,2,Y
2023-12-17 23:28:51,X019HR8N6UGM,5,X
2015-06-20 23:28:51,X019HR8N6UGM,5,Y
2019-06-01 23:28:51,X019HR8N6UGM,4,Y
2021-09-29 23:28:51,X019HR8N6UGM,0,X
2019-11-14 23:28:51,X019HR8N6UGM,4,X
2022-05-09 23:28:51,X019HR8N6UGM,0,X
2016-07-17 23:28:51,X019HR8N6UGM,3,Y
2015-09-29 23:28:51,X019HR8N6UGM,1,X
2015-10-21 23:28:51,X019HR8N6UGM,2,Y
2017-01-26 23:28:51,X019HR8N6UGM,3,Y
2022-11-29 23:28:51,X019HR8N6UGM,5,Y
2015-02-04 23:28:51,X019HR8N6UGM,2,Y
2020-10-14 23:28:51,X019HR8N6UGM,0,X
2023-03-25 23:28:51,X019HR8N6UGM,4,Y
2022-05-27 23:28:51,X019HR8N6UGM,3,X
2019-08-31 23:28:51,X019HR8N6UGM,5,Y
2019-02-01 23:28:51,X019HR8N6UGM,0,Y
2023-02-17 23:28:51,X019HR8N6UGM,1,X
2017-08-05 23:28:51,X019HR8N6UGM,1,X
2016-10-23 23:28:51,X019HR8N6UGM,4,Y
2021-11-24 23:28:51,5H9VUEKN4L7P,1,Y
2024-07-08 23:28:51,5H9VUEKN4L7P,5,Y
2022-08-29 23:28:51,5H9VUEKN4L7P,1,Y
2019-12-27 23:28:51,5H9VUEKN4L7P,1,X
2018-03-19 23:28:51,5H9VUEKN4L7P,5,Y
2020-10-31 23:28:51,5H9VUEKN4L7P,3,X
2019-10-11 23:28:51,5H9VUEKN4L7P,4,X
2019-09-09 23:28:51,5H9VUEKN4L7P,3,Y
2022-03-02 23:28:51,5H9VUEKN4L7P,3,Y
2023-11-09 23:28:51,5H9VUEKN4L7P,2,X
2018-03-29 23:28:51,5H9VUEKN4L7P,2,X
2020-08-05 23:28:51,5H9VUEKN4L7P,0,X
2016-06-21 23:28:51,5H9VUEKN4L7P,2,X
2018-05-23 23:28:51,5H9VUEKN4L7P,5,X
2021-02-13 23:28:51,5H9VUEKN4L7P,0,Y
2017-11-23 23:28:51,KK12J38DGR0R,1,X
2023-08-20 23:28:51,KK12J38DGR0R,4,X
2016-12-18 23:28:51,KK12J38DGR0R,4,Y
2019-05-02 23:28:51,KK12J38DGR0R,4,Y
2019-03-31 23:28:51,KK12J38DGR0R,2,Y
2021-11-03 23:28:51,KK12J38DGR0R,2,X
2019-08-01 23:28:51,KK12J38DGR0R,4,Y
2023-09-14 23:28:51,KK12J38DGR0R,0,X
2021-03-19 23:28:51,KK12J38DGR0R,3,X
2022-02-18 23:28:51,KK12J38DGR0R,5,Y
2021-11-10 23:28:51,KK12J38DGR0R,0,X
2021-07-25 23:28:51,KK12J38DGR0R,1,Y
2020-05-15 23:28:51,KK12J38DGR0R,1,X
2024-06-19 23:28:51,KK12J38DGR0R,4,X
2024-01-11 23:28:51,KK12J38DGR0R,5,Y
2024-07-14 23:28:51,KK12J38DGR0R,5,Y
2024-04-01 23:28:51,KK12J38DGR0R,4,Y
2016-03-24 23:28:51,KK12J38DGR0R,2,X
2017-05-27 23:28:51,KK12J38DGR0R,2,X
2023-11-20 23:28:51,KK12J38DGR0R,4,Y
2019-05-24 23:28:51,KK12J38DGR0R,5,Y
2024-03-30 23:28:51,KK12J38DGR0R,3,X
2022-10-06 23:28:51,KK12J38DGR0R,0,Y
2023-08-01 23:28:51,KK12J38DGR0R,1,X
2018-12-26 23:28:51,KK12J38DGR0R,3,X
2023-04-29 23:28:51,KK12J38DGR0R,0,X
2017-05-30 23:28:51,KK12J38DGR0R,1,X
2016-10-20 23:28:51,4YMDJS2AL58O,1,X
2016-01-21 23:28:51,4YMDJS2AL58O,1,X
2024-02-03 23:28:51,4YMDJS2AL58O,4,Y
2015-06-20 23:28:51,4YMDJS2AL58O,2,Y
2017-01-20 23:28:51,4YMDJS2AL58O,3,Y
2024-03-21 23:28:51,4YMDJS2AL58O,4,X
2016-12-19 23:28:51,4YMDJS2AL58O,4,Y
2016-12-03 23:28:51,4YMDJS2AL58O,0,Y
2017-09-11 23:28:51,4YMDJS2AL58O,4,Y
2020-02-10 23:28:51,4YMDJS2AL58O,0,X
2016-12-10 23:28:51,4YMDJS2AL58O,4,Y
2019-11-24 23:28:51,4YMDJS2AL58O,2,X
2023-12-16 23:28:51,4YMDJS2AL58O,4,X
2022-05-31 23:28:51,4YMDJS2AL58O,0,X
2016-12-19 23:28:51,4YMDJS2AL58O,2,Y
2015-09-06 23:28:51,4YMDJS2AL58O,2,X
2020-01-04 23:28:51,4YMDJS2AL58O,3,Y
2021-09-07 23:28:51,4YMDJS2AL58O,3,Y
2019-01-09 23:28:51,4YMDJS2AL58O,4,Y
2021-10-27 23:28:51,4YMDJS2AL58O,1,Y
2021-11-26 23:28:51,4YMDJS2AL58O,0,Y
2022-08-12 23:28:51,4YMDJS2AL58O,2,X
2023-08-16 23:28:51,4YMDJS2AL58O,3,Y
2016-02-04 23:28:51,4YMDJS2AL58O,2,Y
2019-10-10 23:28:51,4YMDJS2AL58O,2,X
2017-03-04 23:28:51,4YMDJS2AL58O,1,X
2022-12-26 23:28:51,4YMDJS2AL58O,1,Y
2019-09-21 23:28:51,4YMDJS2AL58O,0,X
2020-03-28 23:28:51,4YMDJS2AL58O,5,X
2021-03-18 23:28:51,4YMDJS2AL58O,0,X
2022-09-15 23:28:51,4YMDJS2AL58O,2,X
2016-11-09 23:28:51,4YMDJS2AL58O,2,Y
2019-04-04 23:28:51,4YMDJS2AL58O,0,X
2021-07-30 23:28:51,4YMDJS2AL58O,2,X
2016-04-16 23:28:51,4YMDJS2AL58O,0,Y
2023-04-05 23:28:51,4YMDJS2AL58O,4,Y
2021-05-22 23:28:51,4YMDJS2AL58O,2,X
2023-01-03 23:28:51,4YMDJS2AL58O,2,X
2016-02-29 23:28:51,4YMDJS2AL58O,4,X
2018-06-19 23:28:51,4YMDJS2AL58O,3,Y
2020-07-08 23:28:51,4YMDJS2AL58O,2,X
2023-07-18 23:28:51,4YMDJS2AL58O,3,X
2016-07-16 23:28:51,4YMDJS2AL58O,4,X
2020-11-30 23:28:51,4YMDJS2AL58O,2,Y
2023-04-09 23:28:51,4YMDJS2AL58O,4,Y
2022-11-15 23:28:51,4YMDJS2AL58O,0,Y
2018-05-06 23:28:51,4YMDJS2AL58O,5,X
2021-04-15 23:28:51,4YMDJS2AL58O,5,Y
2017-09-02 23:28:51,4YMDJS2AL58O,2,X
2022-04-07 23:28:51,4YMDJS2AL58O,3,X
2021-05-11 23:28:51,4YMDJS2AL58O,0,X
2024-08-14 23:28:51,4YMDJS2AL58O,5,Y
2023-10-03 23:28:51,4YMDJS2AL58O,0,X
2015-05-19 23:28:51,4YMDJS2AL58O,2,X
2024-06-18 23:28:51,4YMDJS2AL58O,5,X
2015-10-24 23:28:51,4YMDJS2AL58O,1,Y
2023-03-21 23:28:51,4YMDJS2AL58O,1,Y
2023-10-05 23:28:51,4YMDJS2AL58O,2,Y
2025-01-21 23:28:51,4YMDJS2AL58O,2,Y
2024-07-12 23:28:51,4YMDJS2AL58O,0,X
2015-05-13 23:28:51,4YMDJS2AL58O,5,X
2021-12-13 23:28:51,4YMDJS2AL58O,4,X
2017-08-19 23:28:51,4YMDJS2AL58O,3,X
2018-04-04 23:28:51,4YMDJS2AL58O,3,Y
2021-08-27 23:28:51,4YMDJS2AL58O,4,Y
2021-02-27 23:28:51,4YMDJS2AL58O,0,X
2024-10-11 23:28:51,4YMDJS2AL58O,0,Y
2017-11-18 23:28:51,4YMDJS2AL58O,4,X
2019-08-10 23:28:51,4YMDJS2AL58O,2,X
2020-06-28 23:28:51,4YMDJS2AL58O,5,X
2022-04-02 23:28:51,1R5KEDHNFU8G,4,X
2019-04-26 23:28:51,1R5KEDHNFU8G,0,X
2021-09-09 23:28:51,1R5KEDHNFU8G,4,X
2021-11-03 23:28:51,1R5KEDHNFU8G,0,X
2024-08-22 23:28:51,1R5KEDHNFU8G,4,X
2018-09-18 23:28:51,1R5KEDHNFU8G,0,Y
2017-04-25 23:28:51,1R5KEDHNFU8G,4,X
2019-04-22 23:28:51,1R5KEDHNFU8G,5,Y
2015-05-07 23:28:51,1R5KEDHNFU8G,1,Y
2022-03-08 23:28:51,1R5KEDHNFU8G,3,X
2023-02-09 23:28:51,1R5KEDHNFU8G,1,Y
2016-04-03 23:28:51,1R5KEDHNFU8G,0,Y
2021-04-20 23:28:51,1R5KEDHNFU8G,2,Y
2024-10-05 23:28:51,1R5KEDHNFU8G,0,X
2017-12-21 23:28:51,1R5KEDHNFU8G,1,Y
2016-10-27 23:28:51,1R5KEDHNFU8G,5,X
2018-06-13 23:28:51,1R5KEDHNFU8G,5,X
2015-12-03 23:28:51,1R5KEDHNFU8G,2,X
2021-08-31 23:28:51,1R5KEDHNFU8G,1,Y
2018-09-11 23:28:51,1R5KEDHNFU8G,2,X
2021-04-20 23:28:51,1R5KEDHNFU8G,1,X
2018-09-25 23:28:51,1R5KEDHNFU8G,4,X
2022-06-14 23:28:51,1R5KEDHNFU8G,1,Y
2021-08-09 23:28:51,1R5KEDHNFU8G,5,X
2021-12-04 23:28:51,1R5KEDHNFU8G,1,Y
2018-06-08 23:28:51,1R5KEDHNFU8G,2,Y
2019-11-29 23:28:51,1R5KEDHNFU8G,5,X
2021-11-15 23:28:51,1R5KEDHNFU8G,4,Y
2024-06-06 23:28:51,1R5KEDHNFU8G,3,Y
2022-08-01 23:28:51,1R5KEDHNFU8G,1,Y
2016-10-31 23:28:51,1R5KEDHNFU8G,3,X
2024-04-22 23:28:51,1R5KEDHNFU8G,4,Y
2016-01-03 23:28:51,1R5KEDHNFU8G,1,Y
2023-03-10 23:28:51,1R5KEDHNFU8G,4,X
2017-12-09 23:28:51,1R5KEDHNFU8G,1,Y
2019-07-23 23:28:51,1R5KEDHNFU8G,4,X
2024-11-04 23:28:51,2RUN891UBAFO,0,X
2015-12-14 23:28:51,2RUN891UBAFO,5,X
2020-03-27 23:28:51,2RUN891UBAFO,4,X
2016-05-30 23:28:51,2RUN891UBAFO,0,Y
2016-03-12 23:28:51,2RUN891UBAFO,4,X
2022-02-12 23:28:51,2RUN891UBAFO,1,Y
2018-08-25 23:28:51,2RUN891UBAFO,4,Y
2023-01-05 23:28:51,2RUN891UBAFO,0,X
2020-07-25 23:28:51,2RUN891UBAFO,3,Y
2021-03-14 23:28:51,2RUN891UBAFO,0,Y
2019-01-06 23:28:51,2RUN891UBAFO,0,Y
2015-08-09 23:28:51,2RUN891UBAFO,3,X
2017-04-27 23:28:51,2RUN891UBAFO,3,X
2015-02-10 23:28:51,2RUN891UBAFO,2,Y
2022-07-16 23:28:51,2RUN891UBAFO,2,Y
2016-12-26 23:28:51,2RUN891UBAFO,4,Y
2017-03-17 23:28:51,2RUN891UBAFO,1,Y
2020-05-16 23:28:51,2RUN891UBAFO,1,Y
2021-03-05 23:28:51,2RUN891UBAFO,2,X
2015-12-16 23:28:51,2RUN891UBAFO,5,X
2024-06-29 23:28:51,2RUN891UBAFO,5,Y
2017-06-14 23:28:51,2RUN891UBAFO,5,Y
2022-01-13 23:28:51,2RUN891UBAFO,5,Y
2015-08-17 23:28:51,2RUN891UBAFO,3,X
2020-03-29 23:28:51,2RUN891UBAFO,5,X
2023-02-05 23:28:51,2RUN891UBAFO,3,Y
2020-08-23 23:28:51,2RUN891UBAFO,1,Y
2017-03-02 23:28:51,2RUN891UBAFO,2,X
2023-07-04 23:28:51,2RUN891UBAFO,4,Y
2024-10-09 23:28:51,2RUN891UBAFO,5,X
2015-10-19 23:28:51,2RUN891UBAFO,4,Y
2019-04-24 23:28:51,2RUN891UBAFO,4,X
2015-11-10 23:28:51,2RUN891UBAFO,5,X
2021-05-22 23:28:51,2RUN891UBAFO,4,Y
2020-05-16 23:28:51,2RUN891UBAFO,0,X
2016-03-11 23:28:51,2RUN891UBAFO,2,X
2016-04-29 23:28:51,2RUN891UBAFO,2,X
2022-02-10 23:28:51,2RUN891UBAFO,3,Y
2020-09-16 23:28:51,2RUN891UBAFO,5,Y
2015-04-08 23:28:51,2RUN891UBAFO,1,X
2015-06-25 23:28:51,2RUN891UBAFO,4,Y
2020-03-09 23:28:51,2RUN891UBAFO,5,Y
2015-07-04 23:28:51,2RUN891UBAFO,3,Y
2020-01-12 23:28:51,2RUN891UBAFO,1,Y
2018-01-23 23:28:51,SLBJ819PI1XD,3,X
2018-01-13 23:28:51,SLBJ819PI1XD,2,Y
2019-08-01 23:28:51,SLBJ819PI1XD,3,Y
2018-04-06 23:28:51,SLBJ819PI1XD,4,Y
2022-02-15 23:28:51,SLBJ819PI1XD,2,Y
2024-09-26 23:28:51,SLBJ819PI1XD,4,X
2019-02-24 23:28:51,SLBJ819PI1XD,4,Y
2021-07-08 23:28:51,SLBJ819PI1XD,3,X
2021-08-25 23:28:51,SLBJ819PI1XD,4,Y
2016-05-06 23:28:51,SLBJ819PI1XD,4,X
2015-02-14 23:28:51,1ITEXP09PU22,2,Y
2021-07-19 23:28:51,1ITEXP09PU22,2,X
2015-08-21 23:28:51,1ITEXP09PU22,5,X
2023-03-07 23:28:51,1ITEXP09PU22,4,X
2024-04-06 23:28:51,1ITEXP09PU22,3,X
2023-08-17 23:28:51,1ITEXP09PU22,0,X
2021-06-20 23:28:51,1ITEXP09PU22,0,Y
2016-11-16 23:28:51,1ITEXP09PU22,3,Y
2015-03-04 23:28:51,1ITEXP09PU22,1,X
2017-08-15 23:28:51,1ITEXP09PU22,2,X
2016-04-17 23:28:51,1ITEXP09PU22,4,Y
2016-12-17 23:28:51,1ITEXP09PU22,4,Y
2019-10-09 23:28:51,1ITEXP09PU22,0,X
2017-08-16 23:28:51,1ITEXP09PU22,3,Y
2023-01-16 23:28:51,1ITEXP09PU22,2,Y
2016-06-22 23:28:51,1ITEXP09PU22,5,X
2021-01-26 23:28:51,1ITEXP09PU22,1,Y
2023-05-10 23:28:51,1ITEXP09PU22,5,Y
2015-06-09 23:28:51,1ITEXP09PU22,0,X
2017-08-17 23:28:51,1ITEXP09PU22,2,X
2016-03-02 23:28:51,1ITEXP09PU22,1,Y
2016-04-26 23:28:51,1ITEXP09PU22,5,Y
2021-11-14 23:28:51,1ITEXP09PU22,5,Y
2018-11-17 23:28:51,1ITEXP09PU22,4,Y
2019-03-28 23:28:51,1ITEXP09PU22,4,Y
2015-11-23 23:28:51,1ITEXP09PU22,0,Y
2016-04-30 23:28:51,1ITEXP09PU22,1,Y
2017-09-09 23:28:51,1ITEXP09PU22,0,X
2024-01-02 23:28:51,1ITEXP09PU22,4,Y
2015-07-18 23:28:51,1ITEXP09PU22,1,X
2022-11-03 23:28:51,1ITEXP09PU22,2,Y
2020-05-21 23:28:51,1ITEXP09PU22,0,Y
2016-02-07 23:28:51,1ITEXP09PU22,3,Y
2024-12-21 23:28:51,1ITEXP09PU22,5,X
2023-06-24 23:28:51,1ITEXP09PU22,4,Y
2023-12-04 23:28:51,1ITEXP09PU22,4,Y
2015-08-27 23:28:51,1ITEXP09PU22,0,X
2022-03-30 23:28:51,1ITEXP09PU22,0,X
2018-09-19 23:28:51,1ITEXP09PU22,0,Y
2024-03-20 23:28:51,1ITEXP09PU22,4,Y
2022-05-24 23:28:51,1ITEXP09PU22,5,Y
2017-11-07 23:28:51,1ITEXP09PU22,5,Y
2016-01-20 23:28:51,1ITEXP09PU22,0,X
2016-05-21 23:28:51,1ITEXP09PU22,4,Y
2016-10-18 23:28:51,1ITEXP09PU22,5,Y
2016-04-16 23:28:51,1ITEXP09PU22,1,Y
2018-05-11 23:28:51,1ITEXP09PU22,4,X
2023-03-08 23:28:51,1ITEXP09PU22,4,X
2017-04-29 23:28:51,1ITEXP09PU22,5,Y
2016-09-16 23:28:51,1ITEXP09PU22,2,X
2023-09-18 23:28:51,1ITEXP09PU22,4,X
2020-05-24 23:28:51,1ITEXP09PU22,5,Y
2020-12-30 23:28:51,1ITEXP09PU22,2,Y
2020-10-17 23:28:51,1ITEXP09PU22,2,Y
2024-09-30 23:28:51,1ITEXP09PU22,1,X
2021-08-28 23:28:51,1ITEXP09PU22,5,X
2020-07-23 23:28:51,1ITEXP09PU22,3,Y
2023-10-17 23:28:51,1ITEXP09PU22,0,Y
2019-10-13 23:28:51,1ITEXP09PU22,5,X
2015-09-11 23:28:51,1ITEXP09PU22,2,X
2021-02-01 23:28:51,1ITEXP09PU22,2,Y
2023-05-09 23:28:51,1ITEXP09PU22,4,X
2024-03-27 23:28:51,1ITEXP09PU22,3,X
2024-05-02 23:28:51,1ITEXP09PU22,4,X
2024-05-15 23:28:51,1ITEXP09PU22,1,X
2021-09-14 23:28:51,1ITEXP09PU22,5,X
2021-01-11 23:28:51,1ITEXP09PU22,5,X
2022-12-28 23:28:51,1ITEXP09PU22,5,X
2015-07-03 23:28:51,1ITEXP09PU22,0,X
2024-01-23 23:28:51,1ITEXP09PU22,5,X
2016-03-15 23:28:51,1ITEXP09PU22,3,Y
2015-11-11 23:28:51,1ITEXP09PU22,2,Y
2021-01-25 23:28:51,1ITEXP09PU22,4,X
2022-07-16 23:28:51,1ITEXP09PU22,5,Y
2016-08-24 23:28:51,1ITEXP09PU22,3,X
